Well,Temperature,Value
C21,35,1352.022727
C21,36,1332.597403
C21,37,1323.974026
C21,38,1314.075758
C21,39,1323.467532
C21,40,1332.984848
C21,41,1306.136364
C21,42,1293.025974
C21,43,1283
C21,44,1277.909091
C21,45,1251.012987
C21,46,1241.863636
C21,47,1234.207792
C21,48,1233.287879
C21,49,1227.792208
C21,50,1218.924242
C21,51,1220.064935
C21,52,1202.909091
C21,53,1203.87013
C21,54,1196.712121
C21,55,1180.636364
C21,56,1168.649351
C21,57,1166.151515
C21,58,1157.662338
C21,59,1153.939394
C21,60,1154.560606
C21,61,1158.558442
C21,62,1148.909091
C21,63,1140.766234
C21,64,1139.424242
C21,65,1128.714286
C21,66,1122.439394
C21,67,1116.896104
C21,68,1115.649351
C21,69,1111.597403
C21,70,1097.712121
C21,71,1095.863636
C21,72,1092.467532
C21,73,1089.19697
C21,74,1078.103896
C21,75,1075.80303
C21,76,1080.030303
C21,77,1077.285714
C21,78,1069.987013
C21,79,1067.969697
C21,80,1064.805195
C21,81,1062.969697
C21,82,1059.168831
C21,83,1061.844156
C21,84,1053.220779
C21,85,1050.220779
C21,86,1051.787879
C21,87,1050.090909
C21,88,1046.80303
C21,89,1044.558442
C21,90,1042.939394
C21,91,1046.051948
C21,92,1045.818182
C21,93,1049.792208
C21,94,1049.948052
C21,95,1053.80303
C22,26,1107.467532
C22,27,1106.090909
C22,28,1105.318182
C22,29,1108.606061
C22,30,1122.194805
C22,31,1121.5
C22,32,1123.753247
C22,33,1125.220779
C22,34,1127.818182
C22,35,1135.022727
C22,36,1137.87013
C22,37,1136.025974
C22,38,1137.242424
C22,39,1136.103896
C22,40,1140.181818
C22,41,1129.909091
C22,42,1129.584416
C22,43,1127.909091
C22,44,1133.378788
C22,45,1123.662338
C22,46,1117.506494
C22,47,1113.064935
C22,48,1112.530303
C22,49,1111.077922
C22,50,1104.80303
C22,51,1101.103896
C22,52,1089.257576
C22,53,1084.376623
C22,54,1079.939394
C22,55,1067.714286
C22,56,1060.961039
C22,57,1060.030303
C22,58,1054.87013
C22,59,1051.909091
C22,60,1052.090909
C22,61,1046.753247
C22,62,1045.506494
C22,63,1037.051948
C22,64,1032.439394
C22,65,1029.831169
C22,66,1028.954545
C22,67,1021.168831
C22,68,1018.103896
C22,69,1014.948052
C22,70,1016.935065
C22,71,1013.480519
C22,72,1010.649351
C22,73,1008.924242
C22,74,1006.103896
C22,75,1002.409091
C22,76,1002.060606
C22,77,1002.415584
C22,78,1000.311688
C22,79,996.0909091
C22,80,997.987013
C22,81,992.030303
C22,82,992.6477273
C22,83,988.3896104
C22,84,987.2077922
C22,85,986
C22,86,979.5757576
C22,87,980.4545455
C22,88,978.6515152
C22,89,974.6103896
C22,90,973.2121212
C22,91,972.6753247
C22,92,967
C22,93,967.6103896
C22,94,964.5194805
C22,95,962.2121212
C23,26,4200.766234
C23,27,4424.441558
C23,28,4538.805195
C23,29,4431.363636
C23,30,4290.974026
C23,31,4237.469697
C23,32,4181.363636
C23,33,4098.987013
C23,34,3983.480519
C23,35,3890.766234
C23,36,3791.805195
C23,37,3706.025974
C23,38,3627.939394
C23,39,3576.511364
C23,40,3514.424242
C23,41,3468.045455
C23,42,3420.090909
C23,43,3403.324675
C23,44,3392.060606
C23,45,3388.311688
C23,46,3384.467532
C23,47,3394.779221
C23,48,3405.106061
C23,49,3415.987013
C23,50,3422.727273
C23,51,3441.376623
C23,52,3454.857143
C23,53,3455.818182
C23,54,3462.363636
C23,55,3473.727273
C23,56,3473.454545
C23,57,3498.378788
C23,58,3578.61039
C23,59,3652.227273
C23,60,3797.924242
C23,61,4008.584416
C23,62,4322.441558
C23,63,4802.207792
C23,64,5524
C23,65,6698.045455
C23,66,8766.909091
C23,67,11801.55844
C23,68,15397.79221
C23,69,19104
C23,70,22153.24675
C23,71,23623.54545
C23,72,23903.20779
C23,73,23685.59091
C23,74,23371.42045
C23,75,22748.30303
C23,76,22081.66667
C23,77,21428.93506
C23,78,20702.93506
C23,79,19968.72727
C23,80,19357.63636
C23,81,18618.50649
C23,82,17898.51948
C23,83,17195.57143
C23,84,16427.45455
C23,85,15685.23377
C23,86,14950.86364
C23,87,14343.51136
C23,88,13579.62121
C23,89,12969.75325
C23,90,12325.92424
C23,91,11824.40909
C23,92,11186.01515
C23,93,10626.90909
C23,94,10109.75325
C23,95,9613.506494
C24,26,4336.441558
C24,27,4332.220779
C24,28,4300.324675
C24,29,4276.545455
C24,30,4261.987013
C24,31,4246.909091
C24,32,4256.545455
C24,33,4273.805195
C24,34,4290.012987
C24,35,4300.220779
C24,36,4297.987013
C24,37,4323.012987
C24,38,4374.922078
C24,39,4291.415584
C24,40,4226.560606
C24,41,4323
C24,42,4318.545455
C24,43,4379.428571
C24,44,4461.651515
C24,45,4600.340909
C24,46,4689.103896
C24,47,4695.142857
C24,48,4772.515152
C24,49,4891.545455
C24,50,4975.045455
C24,51,5042.246753
C24,52,5109
C24,53,5242.480519
C24,54,5310.757576
C24,55,5287.727273
C24,56,5238.25974
C24,57,5174.590909
C24,58,5056.659091
C24,59,4974.227273
C24,60,5001.909091
C24,61,4974.220779
C24,62,4845.220779
C24,63,4730.324675
C24,64,4655.393939
C24,65,4490.329545
C24,66,4413.969697
C24,67,4341.103896
C24,68,4282.051948
C24,69,4285.220779
C24,70,4280.116883
C24,71,4327.831169
C24,72,4360.285714
C24,73,4464.571429
C24,74,4535.857143
C24,75,4880.363636
C24,76,5608.227273
C24,77,7134.441558
C24,78,9752.493506
C24,79,12979.71212
C24,80,15565.17045
C24,81,16720.44156
C24,82,16628.11688
C24,83,16218.22078
C24,84,15709.03896
C24,85,15127.27273
C24,86,14546.88312
C24,87,13930.84416
C24,88,13318.77273
C24,89,12797.68182
C24,90,12107.97403
C24,91,11558.84416
C24,92,11004
C24,93,10492.90909
C24,94,9986.415584
C24,95,9475.220779
D01,26,3615.984848
D01,27,3567.606061
D01,28,3501.075758
D01,29,3428.530303
D01,30,3375.060606
D01,31,3372.530303
D01,32,3346.560606
D01,33,3313.227273
D01,34,3309.984848
D01,35,3284.681818
D01,36,3235.075758
D01,37,3169.560606
D01,38,3108.378788
D01,39,3052.257576
D01,40,3028.893939
D01,41,2981.666667
D01,42,2962.212121
D01,43,2926.075758
D01,44,2922.5
D01,45,2904.060606
D01,46,2889.742424
D01,47,2890.333333
D01,48,2886.848485
D01,49,2874.454545
D01,50,2851.227273
D01,51,2838.863636
D01,52,2826.212121
D01,53,2832.318182
D01,54,2843.484848
D01,55,2798
D01,56,2795.045455
D01,57,2741.681818
D01,58,2638.69697
D01,59,2577.19697
D01,60,2565.090909
D01,61,2544.272727
D01,62,2540.424242
D01,63,2533.409091
D01,64,2553.348485
D01,65,2566.969697
D01,66,2600.030303
D01,67,2665.242424
D01,68,2753.833333
D01,69,2854.545455
D01,70,3017.651515
D01,71,3320.575758
D01,72,3925.363636
D01,73,5341.5
D01,74,7809
D01,75,11380.83333
D01,76,13937.12121
D01,77,14996.68182
D01,78,15035.68182
D01,79,14652.16667
D01,80,14241.18182
D01,81,13729.5303
D01,82,13201.4697
D01,83,12668.42424
D01,84,12158.62121
D01,85,11674.93939
D01,86,11213.48485
D01,87,10756.9697
D01,88,10292.15152
D01,89,9790.287879
D01,90,9352.242424
D01,91,8906.378788
D01,92,8482.242424
D01,93,8085.590909
D01,94,7694
D01,95,7345.757576
D02,26,4419.651515
D02,27,4549.469697
D02,28,4322.727273
D02,29,4200.318182
D02,30,4148.530303
D02,31,4152.636364
D02,32,4110.19697
D02,33,4094.560606
D02,34,4125.530303
D02,35,4106.712121
D02,36,4062.060606
D02,37,4064.5
D02,38,4036.454545
D02,39,4029.969697
D02,40,3966.636364
D02,41,3931.545455
D02,42,3938.287879
D02,43,3948.409091
D02,44,3987.530303
D02,45,3962.151515
D02,46,3912.560606
D02,47,3891.772727
D02,48,3892.121212
D02,49,3800.378788
D02,50,3798.727273
D02,51,3718.69697
D02,52,3722.969697
D02,53,3760.393939
D02,54,3705.636364
D02,55,3663.272727
D02,56,3606.757576
D02,57,3475.166667
D02,58,3402.954545
D02,59,3387.742424
D02,60,3438.030303
D02,61,3440.606061
D02,62,3496.166667
D02,63,3454.651515
D02,64,3526.151515
D02,65,3569.636364
D02,66,3562.454545
D02,67,3782.560606
D02,68,3976.575758
D02,69,4342.80303
D02,70,5127.818182
D02,71,6751.666667
D02,72,9591.939394
D02,73,13089.40909
D02,74,15688.98485
D02,75,17089.28788
D02,76,17194.74242
D02,77,16909.65152
D02,78,16434.45455
D02,79,15817.33333
D02,80,15315.16667
D02,81,14744.59091
D02,82,14139.31818
D02,83,13593.93939
D02,84,13024.07576
D02,85,12477.63636
D02,86,11948.21212
D02,87,11392.39394
D02,88,10902.5303
D02,89,10376.63636
D02,90,9900.530303
D02,91,9429.212121
D02,92,8992.287879
D02,93,8610.757576
D02,94,8238.727273
D02,95,7898.030303
D03,26,4482.515152
D03,27,4589.060606
D03,28,4426
D03,29,4301.060606
D03,30,4242.287879
D03,31,4070.954545
D03,32,3972.030303
D03,33,3854.681818
D03,34,3772.515152
D03,35,3683.621212
D03,36,3599.393939
D03,37,3494.80303
D03,38,3437.772727
D03,39,3411.560606
D03,40,3327.545455
D03,41,3268.060606
D03,42,3250.727273
D03,43,3254.833333
D03,44,3233.015152
D03,45,3235.560606
D03,46,3246.393939
D03,47,3216.969697
D03,48,3220.075758
D03,49,3218.636364
D03,50,3197
D03,51,3178.575758
D03,52,3163.848485
D03,53,3122.409091
D03,54,3077.015152
D03,55,3041.378788
D03,56,3016.363636
D03,57,3021.984848
D03,58,3020.666667
D03,59,3014.984848
D03,60,2986.80303
D03,61,2980
D03,62,2956.560606
D03,63,2975.848485
D03,64,2987.515152
D03,65,3047.045455
D03,66,3148.212121
D03,67,3165.651515
D03,68,3277.484848
D03,69,3459.863636
D03,70,3849.681818
D03,71,4640.954545
D03,72,6341.484848
D03,73,9332.636364
D03,74,12265.9697
D03,75,14507.22727
D03,76,15131.63636
D03,77,15030.63636
D03,78,14620.77273
D03,79,14013.43939
D03,80,13559.12121
D03,81,13042.16667
D03,82,12450.66667
D03,83,11962.90909
D03,84,11426.12121
D03,85,10922.95455
D03,86,10424.60606
D03,87,9936.469697
D03,88,9524.909091
D03,89,9025.787879
D03,90,8676.075758
D03,91,8278.151515
D03,92,7887.636364
D03,93,7506.19697
D03,94,7119.257576
D03,95,6853.212121
D04,26,3451.939394
D04,27,3466.909091
D04,28,3493.409091
D04,29,3522.378788
D04,30,3540.863636
D04,31,3570.893939
D04,32,3606.075758
D04,33,3644.212121
D04,34,3616
D04,35,3604.136364
D04,36,3616.878788
D04,37,3638.848485
D04,38,3604.621212
D04,39,3515.666667
D04,40,3509.5
D04,41,3430
D04,42,3325.045455
D04,43,3282.772727
D04,44,3209.5
D04,45,3168.666667
D04,46,3135.681818
D04,47,3120.166667
D04,48,3140.136364
D04,49,3183.151515
D04,50,3201.515152
D04,51,3261.560606
D04,52,3282.287879
D04,53,3225.984848
D04,54,3252.606061
D04,55,3256.333333
D04,56,3201.393939
D04,57,3194.757576
D04,58,3177.69697
D04,59,3134.909091
D04,60,3070.651515
D04,61,3027.272727
D04,62,2986.727273
D04,63,2962.151515
D04,64,2943.939394
D04,65,2883.909091
D04,66,2889.060606
D04,67,2852.80303
D04,68,2867.227273
D04,69,2894.166667
D04,70,2969.560606
D04,71,3004.227273
D04,72,3041.257576
D04,73,3144.439394
D04,74,3320.893939
D04,75,3720.166667
D04,76,4583.257576
D04,77,6279.454545
D04,78,9083.106061
D04,79,11891.27273
D04,80,13371.09091
D04,81,13748.69697
D04,82,13464.0303
D04,83,13111.31818
D04,84,12636.78788
D04,85,12176.62121
D04,86,11686.62121
D04,87,11183.80303
D04,88,10728.72727
D04,89,10198.86364
D04,90,9776.121212
D04,91,9326.80303
D04,92,8891.106061
D04,93,8503.19697
D04,94,8147.242424
D04,95,7770.712121
D05,26,3788.575758
D05,27,3877.348485
D05,28,3943.106061
D05,29,3940.5
D05,30,4147.242424
D05,31,4044.666667
D05,32,4001.227273
D05,33,3919.333333
D05,34,4020.939394
D05,35,4089.060606
D05,36,3935.106061
D05,37,3943.787879
D05,38,4016.015152
D05,39,4041.863636
D05,40,3977.939394
D05,41,3998.121212
D05,42,4092.363636
D05,43,4113.227273
D05,44,4132.484848
D05,45,4166.69697
D05,46,4200.227273
D05,47,4208.984848
D05,48,4235.636364
D05,49,4184.378788
D05,50,4183.19697
D05,51,4144.257576
D05,52,4132.545455
D05,53,4181.30303
D05,54,4128.257576
D05,55,4083.954545
D05,56,4053.015152
D05,57,3848.666667
D05,58,3780.636364
D05,59,3725.818182
D05,60,3810.939394
D05,61,3778.545455
D05,62,3806.69697
D05,63,3699.348485
D05,64,3700.045455
D05,65,3737.424242
D05,66,3644.651515
D05,67,3780.772727
D05,68,3807.227273
D05,69,3906.424242
D05,70,3992.393939
D05,71,4252.757576
D05,72,4738.424242
D05,73,5760.772727
D05,74,7474.909091
D05,75,10479.15152
D05,76,13418.95455
D05,77,15525.98485
D05,78,16428.93939
D05,79,16458.37879
D05,80,16045.27273
D05,81,15621.78788
D05,82,15127.4697
D05,83,14576.87879
D05,84,14042.66667
D05,85,13480.63636
D05,86,12958.24242
D05,87,12421.78788
D05,88,11911.40909
D05,89,11395.81818
D05,90,10966.83333
D05,91,10482.15152
D05,92,10018.80303
D05,93,9580.590909
D05,94,9168.848485
D05,95,8886.348485
D06,26,4430.681818
D06,27,4437.515152
D06,28,4439.363636
D06,29,4405.80303
D06,30,4405.454545
D06,31,4368.651515
D06,32,4329.757576
D06,33,4289.909091
D06,34,4281.984848
D06,35,4251.212121
D06,36,4243.439394
D06,37,4231.484848
D06,38,4232.530303
D06,39,4182.121212
D06,40,4115.060606
D06,41,4108.242424
D06,42,4092.424242
D06,43,4072.757576
D06,44,4077.242424
D06,45,4068.181818
D06,46,4078.621212
D06,47,4083.106061
D06,48,4086.848485
D06,49,4080.515152
D06,50,4075.606061
D06,51,4063.636364
D06,52,4050.30303
D06,53,4017.060606
D06,54,3986.393939
D06,55,3956.560606
D06,56,3925.651515
D06,57,3877.378788
D06,58,3840.621212
D06,59,3819.015152
D06,60,3812.227273
D06,61,3776.742424
D06,62,3777.666667
D06,63,3740.090909
D06,64,3777.060606
D06,65,3786.924242
D06,66,3823.393939
D06,67,3891.151515
D06,68,3987.075758
D06,69,4117.727273
D06,70,4288.363636
D06,71,4586.924242
D06,72,5143.924242
D06,73,6395.833333
D06,74,8451.939394
D06,75,11834.40909
D06,76,15075.06061
D06,77,17188.07576
D06,78,17940.25758
D06,79,17696.36364
D06,80,17346.92424
D06,81,16873.57576
D06,82,16269.56061
D06,83,15737.62121
D06,84,15112.59091
D06,85,14537.27273
D06,86,13969.39394
D06,87,13429.51515
D06,88,12876.12121
D06,89,12220.87879
D06,90,11783.37879
D06,91,11214.95455
D06,92,10706.10606
D06,93,10198.10606
D06,94,9693.575758
D06,95,9251.469697
D07,26,4658.454545
D07,27,4651.106061
D07,28,4586.484848
D07,29,4577.045455
D07,30,4475.090909
D07,31,4408.318182
D07,32,4379.924242
D07,33,4252.318182
D07,34,4135.333333
D07,35,4089.19697
D07,36,4024.166667
D07,37,3978.681818
D07,38,3981.090909
D07,39,3940.393939
D07,40,3981.333333
D07,41,3931.151515
D07,42,3963.242424
D07,43,3981.560606
D07,44,4028.075758
D07,45,4099.560606
D07,46,4089.19697
D07,47,4090.469697
D07,48,4094.636364
D07,49,4082.939394
D07,50,4072.136364
D07,51,4048.939394
D07,52,4041.136364
D07,53,4005.287879
D07,54,3960.469697
D07,55,3921.075758
D07,56,3907.045455
D07,57,3871.030303
D07,58,3864.954545
D07,59,3851.015152
D07,60,3831.409091
D07,61,3847.727273
D07,62,3885.227273
D07,63,3979.848485
D07,64,4054.242424
D07,65,4184.075758
D07,66,4403.30303
D07,67,4643.939394
D07,68,5110.015152
D07,69,5982.590909
D07,70,7652.727273
D07,71,10216.30303
D07,72,13531.01515
D07,73,16987.54545
D07,74,19244.06061
D07,75,20449.40909
D07,76,20384.39394
D07,77,19959.54545
D07,78,19383.06061
D07,79,18622.19697
D07,80,18003.81818
D07,81,17389.07576
D07,82,16704.28788
D07,83,16038.15152
D07,84,15372.69697
D07,85,14732.30303
D07,86,14078.19697
D07,87,13456.40909
D07,88,12884.59091
D07,89,12214.62121
D07,90,11743.63636
D07,91,11166
D07,92,10602.86364
D07,93,10075.4697
D07,94,9524.560606
D07,95,9078.227273
D08,26,5273.424242
D08,27,5302.287879
D08,28,5189.439394
D08,29,5148.212121
D08,30,5089.378788
D08,31,4973.651515
D08,32,4920.924242
D08,33,4787.969697
D08,34,4750.151515
D08,35,4739.287879
D08,36,4711.590909
D08,37,4696.015152
D08,38,4863.015152
D08,39,4895.439394
D08,40,5181.060606
D08,41,5518.242424
D08,42,6312.621212
D08,43,7639.136364
D08,44,10275.31818
D08,45,14133.24242
D08,46,19807.07576
D08,47,25333.72727
D08,48,30705.60606
D08,49,33865.90909
D08,50,36525.12121
D08,51,37640.84848
D08,52,38440.98485
D08,53,38369.07576
D08,54,38424.16667
D08,55,37970.66667
D08,56,37434.5303
D08,57,37019.63636
D08,58,36346.27273
D08,59,35878.77273
D08,60,34994.78788
D08,61,34152.78788
D08,62,33464.04545
D08,63,32903.27273
D08,64,32070.31818
D08,65,31178.77273
D08,66,30578.39394
D08,67,29486.31818
D08,68,28699.92424
D08,69,27870.98485
D08,70,27050.06061
D08,71,26150.9697
D08,72,25284.22727
D08,73,24347.98485
D08,74,23414.28788
D08,75,22613.4697
D08,76,21816.33333
D08,77,21044.48485
D08,78,20212.40909
D08,79,19293.66667
D08,80,18546.71212
D08,81,17845.75758
D08,82,17076.06061
D08,83,16353.4697
D08,84,15589.13636
D08,85,14831.74242
D08,86,14143.54545
D08,87,13396
D08,88,12744.66667
D08,89,11976.19697
D08,90,11403.24242
D08,91,10821.42424
D08,92,10245.07576
D08,93,9577.636364
D08,94,8984.166667
D08,95,8519.924242
D09,26,2928.075758
D09,27,2964.545455
D09,28,2982.833333
D09,29,2997.924242
D09,30,2988.242424
D09,31,2961.666667
D09,32,2927.378788
D09,33,2892.863636
D09,34,2847.318182
D09,35,2811.681818
D09,36,2775.212121
D09,37,2737.636364
D09,38,2712.378788
D09,39,2676.893939
D09,40,2649.757576
D09,41,2603.651515
D09,42,2589.212121
D09,43,2571.136364
D09,44,2576.863636
D09,45,2587.924242
D09,46,2602.954545
D09,47,2620.242424
D09,48,2628.530303
D09,49,2641.348485
D09,50,2655.378788
D09,51,2652.742424
D09,52,2653.409091
D09,53,2639.348485
D09,54,2618.333333
D09,55,2604.212121
D09,56,2582.181818
D09,57,2571.030303
D09,58,2568.772727
D09,59,2540.363636
D09,60,2514.651515
D09,61,2487.393939
D09,62,2477.378788
D09,63,2463.393939
D09,64,2466.69697
D09,65,2492.5
D09,66,2538.287879
D09,67,2601.106061
D09,68,2689.651515
D09,69,2807.666667
D09,70,2995.651515
D09,71,3269.560606
D09,72,3810.969697
D09,73,4951.060606
D09,74,6908.606061
D09,75,10170.68182
D09,76,13182.66667
D09,77,15058.81818
D09,78,15680.0303
D09,79,15563.43939
D09,80,15238.63636
D09,81,14828.37879
D09,82,14306.59091
D09,83,13798.57576
D09,84,13256.31818
D09,85,12714.90909
D09,86,12219.43939
D09,87,11696.90909
D09,88,11169.0303
D09,89,10605.84848
D09,90,10154.5
D09,91,9639.106061
D09,92,9152.575758
D09,93,8677.30303
D09,94,8177.439394
D09,95,7730.636364
D10,26,3451.318182
D10,27,3538.257576
D10,28,3582.045455
D10,29,3645.424242
D10,30,3620.621212
D10,31,3611.378788
D10,32,3574.5
D10,33,3528.651515
D10,34,3492.151515
D10,35,3417.19697
D10,36,3354.075758
D10,37,3300.924242
D10,38,3269.257576
D10,39,3205.530303
D10,40,3176
D10,41,3098.454545
D10,42,3083.939394
D10,43,3056.833333
D10,44,3045.878788
D10,45,3071
D10,46,3087.545455
D10,47,3090.878788
D10,48,3100.742424
D10,49,3094.787879
D10,50,3101.590909
D10,51,3100.772727
D10,52,3102.106061
D10,53,3038.181818
D10,54,3017
D10,55,3009.954545
D10,56,2978.333333
D10,57,3005.257576
D10,58,2997.19697
D10,59,2984.69697
D10,60,2944.348485
D10,61,2941.287879
D10,62,2970.772727
D10,63,3025.651515
D10,64,3084.242424
D10,65,3166.484848
D10,66,3333.530303
D10,67,3461.818182
D10,68,3750.863636
D10,69,4204.848485
D10,70,5138.348485
D10,71,6891.651515
D10,72,9786.106061
D10,73,13478.5
D10,74,16482.83333
D10,75,18577.90909
D10,76,19019.24242
D10,77,18848.72727
D10,78,18402.69697
D10,79,17829.28788
D10,80,17232.71212
D10,81,16689.5
D10,82,16024.18182
D10,83,15433.66667
D10,84,14762.62121
D10,85,14153.04545
D10,86,13581.84848
D10,87,12957.15152
D10,88,12386.43939
D10,89,11732.01515
D10,90,11220.24242
D10,91,10630.0303
D10,92,10068.71212
D10,93,9501.848485
D10,94,8922.151515
D10,95,8428.257576
D11,26,4440.424242
D11,27,4287.712121
D11,28,4236.060606
D11,29,4193.712121
D11,30,4122.424242
D11,31,3947.772727
D11,32,3788.515152
D11,33,3631.772727
D11,34,3493.181818
D11,35,3366.439394
D11,36,3330.439394
D11,37,3279.227273
D11,38,3238.257576
D11,39,3186.272727
D11,40,3139.909091
D11,41,3071.272727
D11,42,3023.409091
D11,43,3002.090909
D11,44,3005.272727
D11,45,3020.121212
D11,46,3046.136364
D11,47,3075.515152
D11,48,3108.075758
D11,49,3128.893939
D11,50,3148.181818
D11,51,3149.651515
D11,52,3153.651515
D11,53,3144.242424
D11,54,3124.954545
D11,55,3107.863636
D11,56,3085.318182
D11,57,3081.848485
D11,58,3070.909091
D11,59,3054.666667
D11,60,2999.287879
D11,61,2977.727273
D11,62,2965.166667
D11,63,2968.530303
D11,64,2991.666667
D11,65,3034.015152
D11,66,3124.621212
D11,67,3190.393939
D11,68,3327.181818
D11,69,3501.257576
D11,70,3808.636364
D11,71,4299.848485
D11,72,5267.227273
D11,73,7189.30303
D11,74,10039.4697
D11,75,13984.25758
D11,76,17002.68182
D11,77,18511.90909
D11,78,18771.74242
D11,79,18411.25758
D11,80,17949.92424
D11,81,17451.75758
D11,82,16813.48485
D11,83,16200.25758
D11,84,15524.43939
D11,85,14866.19697
D11,86,14233.31818
D11,87,13580.21212
D11,88,12990.72727
D11,89,12326.87879
D11,90,11796.30303
D11,91,11196.37879
D11,92,10610.39394
D11,93,10009.93939
D11,94,9412.893939
D11,95,8896.060606
D12,26,3666.424242
D12,27,3742.439394
D12,28,3749.121212
D12,29,3900.818182
D12,30,4026.935065
D12,31,4274.363636
D12,32,4316.863636
D12,33,4225.80303
D12,34,3939.363636
D12,35,3909.772727
D12,36,3809.924242
D12,37,3691.30303
D12,38,3587.348485
D12,39,3535.409091
D12,40,3485.727273
D12,41,3436.651515
D12,42,3395.454545
D12,43,3388.318182
D12,44,3387.333333
D12,45,3317.878788
D12,46,3326.19697
D12,47,3306.712121
D12,48,3340.545455
D12,49,3333.121212
D12,50,3391.712121
D12,51,3433.772727
D12,52,3504.742424
D12,53,3590.348485
D12,54,3616.922078
D12,55,3611.060606
D12,56,3591.121212
D12,57,3535.5
D12,58,3490.893939
D12,59,3470.077922
D12,60,3445.106061
D12,61,3383.363636
D12,62,3330.924242
D12,63,3255.606061
D12,64,3254.69697
D12,65,3225.757576
D12,66,3150.969697
D12,67,3148.818182
D12,68,3170.439394
D12,69,3183.227273
D12,70,3244.5
D12,71,3292.348485
D12,72,3376.878788
D12,73,3502.833333
D12,74,3703.363636
D12,75,4107.530303
D12,76,4788.969697
D12,77,6214.69697
D12,78,8836.909091
D12,79,12263.33333
D12,80,14760.62121
D12,81,15993.48485
D12,82,15959.01515
D12,83,15651.28788
D12,84,15118.48485
D12,85,14600.10606
D12,86,14065.13636
D12,87,13462.59091
D12,88,12915.86364
D12,89,12335.5303
D12,90,11749.42424
D12,91,11177.75758
D12,92,10678.14286
D12,93,10034.95455
D12,94,9538.409091
D12,95,9033.227273
D13,26,2647.878788
D13,27,2639.409091
D13,28,2616.893939
D13,29,2536.337662
D13,30,2479.415584
D13,31,2439.787879
D13,32,2418.772727
D13,33,2394.87013
D13,34,2358.924242
D13,35,2340.848485
D13,36,2328.060606
D13,37,2319.893939
D13,38,2315.69697
D13,39,2306.212121
D13,40,2326.439394
D13,41,2301.939394
D13,42,2308.590909
D13,43,2326.121212
D13,44,2343.772727
D13,45,2380.5
D13,46,2416.233766
D13,47,2438.439394
D13,48,2472.106061
D13,49,2495.287879
D13,50,2510.166667
D13,51,2523.681818
D13,52,2526.818182
D13,53,2510.285714
D13,54,2508.106061
D13,55,2506.136364
D13,56,2502.590909
D13,57,2494.984848
D13,58,2475.636364
D13,59,2463.168831
D13,60,2442.893939
D13,61,2438.636364
D13,62,2436.848485
D13,63,2454.727273
D13,64,2493.287879
D13,65,2533.439394
D13,66,2608.857143
D13,67,2689.409091
D13,68,2797.106061
D13,69,2937.712121
D13,70,3175.833333
D13,71,3542.378788
D13,72,4206.575758
D13,73,5534.80303
D13,74,7632.939394
D13,75,10830.48485
D13,76,13824.51515
D13,77,15850.45455
D13,78,16650.33333
D13,79,16544.93939
D13,80,16218.33333
D13,81,15841.71429
D13,82,15216.92424
D13,83,14701.69697
D13,84,14109.56061
D13,85,13565.95455
D13,86,13008.86364
D13,87,12417.71212
D13,88,11878.98485
D13,89,11271.04545
D13,90,10778.83333
D13,91,10244.14286
D13,92,9725.757576
D13,93,9227.060606
D13,94,8751.242424
D13,95,8377.727273
D14,26,3895.606061
D14,27,3854.597403
D14,28,3819.484848
D14,29,3780.922078
D14,30,3722.623377
D14,31,3678.575758
D14,32,3658.712121
D14,33,3629.064935
D14,34,3634.393939
D14,35,3658.590909
D14,36,3654.893939
D14,37,3654.227273
D14,38,3679.954545
D14,39,3672.606061
D14,40,3690.545455
D14,41,3652.621212
D14,42,3695.863636
D14,43,3685.045455
D14,44,3713.69697
D14,45,3747.19697
D14,46,3767.818182
D14,47,3778.257576
D14,48,3781.987013
D14,49,3781.441558
D14,50,3753.212121
D14,51,3747.772727
D14,52,3732.519481
D14,53,3713.350649
D14,54,3677.924242
D14,55,3645.560606
D14,56,3615.287879
D14,57,3542.818182
D14,58,3503.779221
D14,59,3480.19697
D14,60,3473.636364
D14,61,3427.666667
D14,62,3399.363636
D14,63,3391.666667
D14,64,3449.318182
D14,65,3479.493506
D14,66,3519.787879
D14,67,3598.348485
D14,68,3739.742424
D14,69,3902.545455
D14,70,4146.090909
D14,71,4547.181818
D14,72,5300.606061
D14,73,6903.075758
D14,74,9372.136364
D14,75,12871.32468
D14,76,16539.36364
D14,77,18624.37879
D14,78,19254.5303
D14,79,18978.69697
D14,80,18506.28788
D14,81,18019.51948
D14,82,17206.93939
D14,83,16580.30303
D14,84,15862.93939
D14,85,15239.15152
D14,86,14611.42424
D14,87,13950.88312
D14,88,13295.15152
D14,89,12630.5303
D14,90,12155.49351
D14,91,11452.07792
D14,92,10892.22727
D14,93,10393.75758
D14,94,9804.742424
D14,95,9319.415584
D15,26,4755.077922
D15,27,4703.212121
D15,28,4652.701299
D15,29,4597.106061
D15,30,4444.935065
D15,31,4342.909091
D15,32,4301.987013
D15,33,4274.424242
D15,34,4225.80303
D15,35,4229.575758
D15,36,4213.560606
D15,37,4162.030303
D15,38,4124.742424
D15,39,4157.662338
D15,40,4116.727273
D15,41,4162.287879
D15,42,4194.545455
D15,43,4278.636364
D15,44,4281.363636
D15,45,4217.818182
D15,46,4282.621212
D15,47,4277.015152
D15,48,4315
D15,49,4351.883117
D15,50,4265.515152
D15,51,4249.467532
D15,52,4207.984848
D15,53,4231.688312
